SensorID,TestSequence,Voltage,TubeCurrent,rho_dark_all,rho_Xray_all,rho_net_all,mu_tau_h_all,Int_E_dark,Int_E_Xray,Missing_voltage
D325159,10,700,25,-62081337991.92484,56879819972.3692,118961157964.29405,8.629785477669702e-05,749.6543577674001,537.9796476803306,211.67471008706957
D363938,1,500,0,-13323135961.461067,,,,514.1896245113902,,
D363938,1,500,7,-13323135961.461067,-40785987179.40776,-27462851217.946693,,514.1896245113902,483.7022500973501,30.48737441404012
D363938,1,500,25,-13323135961.461067,-40754808556.31759,-27431672594.85652,,514.1896245113902,480.75546773923656,33.43415677215364
D363938,1,700,0,-66461096748.58986,,,,715.107710358916,,
D363938,1,700,7,-66461096748.58986,-50317036659.6153,16144060088.974543,0.0008298507675144226,715.107710358916,682.6598753450378,32.44783501387826
D363938,1,700,25,-66461096748.58986,-45776504804.154,20684591944.435856,0.0006165950018614823,715.107710358916,677.9172720186401,37.19043834027593
D363938,2,500,0,-20324521917.834866,,,,511.3518924677563,,
D363938,2,500,7,-20324521917.834866,-47837667010.71497,-27513145092.880116,,511.3518924677563,481.64014083690904,29.711751630847232
D363938,2,500,25,-20324521917.834866,-47282994838.430534,-26958472920.59567,,511.3518924677563,482.6121564762761,28.739735991480188
D363938,2,700,0,-71345309517.2343,,,,713.2179281585607,,
D363938,2,700,7,-71345309517.2343,-55883051670.99059,15462257846.243692,0.00101391138573668,713.2179281585607,681.3775979504934,31.840330208067257
D363938,2,700,25,-71345309517.2343,-51339805441.268845,20005504075.96545,0.0007413102413009177,713.2179281585607,675.2655199194397,37.95240823912093
D363938,3,500,0,-15836126219.618076,,,,512.5515883153926,,
D363938,3,500,7,-15836126219.618076,-38953632630.930534,-23117506411.312454,,512.5515883153926,482.39630737903497,30.1552809363576
D363938,3,500,25,-15836126219.618076,-38852296784.093605,-23016170564.47553,,512.5515883153926,479.31249284595356,33.23909546943901
D363938,3,700,0,-67475542599.232285,,,,716.7654277876425,,
D363938,3,700,7,-67475542599.232285,-51878762617.93528,15596779981.296999,0.0009057326008981998,716.7654277876425,682.8450913145001,33.920336473142356
D363938,3,700,25,-67475542599.232285,-47326468075.30128,20149074523.931007,0.0006839116472814292,716.7654277876425,677.1011024675296,39.66432532011288
D363938,4,500,0,-27129096019.814053,,,,391.38703731000686,,
D363938,4,500,7,-27129096019.814053,-34165478622.72539,-7036382602.911337,,391.38703731000686,186.17401297673112,205.21302433327574
D363938,4,500,25,-27129096019.814053,-26822806577.95408,306289441.85998005,,391.38703731000686,195.3228768551415,196.06416045486537
D363938,4,700,0,-77007912523.25471,,,,723.0609444755534,,
D363938,4,700,7,-77007912523.25471,-62138091938.498375,14869820584.756346,0.0004487453899331323,723.0609444755534,524.5003607930487,198.56058368250467
D363938,4,700,25,-77007912523.25471,-47825871838.471405,29182040684.783314,0.00029040226544644514,723.0609444755534,495.30036958763037,227.76057488792298
D363938,5,500,0,-54809681869.56436,,,,479.93996667738156,,
D363938,5,500,7,-54809681869.56436,13358303759.494612,68167985629.058975,0.00018238957023196384,479.93996667738156,162.0389795348877,317.9009871424939
D363938,5,500,25,-54809681869.56436,23148438840.227573,77958120709.79195,0.00016180800376430662,479.93996667738156,167.694241711819,312.24572496556254
D363938,5,700,0,-64354463414.046555,,,,771.2647299285575,,
D363938,5,700,7,-64354463414.046555,-52791020188.576935,11563443225.469622,0.00031841975217261257,771.2647299285575,509.9453290825445,261.31940084601297
D363938,5,700,25,-64354463414.046555,-25474101508.79425,38880361905.25231,0.00017947336268325266,771.2647299285575,494.976372601461,276.2883573270965
D363938,6,500,0,-48453609227.16237,,,,502.45061801595944,,
D363938,6,500,7,-48453609227.16237,-11935002860.588015,36518606366.57435,0.00031045595881283556,502.45061801595944,170.3475962379789,332.10302177798053
D363938,6,500,25,-48453609227.16237,194311847.43284416,48647921074.5952,0.0002511886431509582,502.45061801595944,176.60113855487845,325.849479461081
D363938,6,700,0,-69070665569.99176,,,,793.5386914304071,,
D363938,6,700,7,-69070665569.99176,-64476735688.083786,4593929881.907971,0.0005997910762555094,793.5386914304071,597.525455085412,196.0132363449951
D363938,6,700,25,-69070665569.99176,-53452335962.93368,15618329607.058084,0.0003723917062545683,793.5386914304071,571.499061827174,222.03962960323304
D363938,7,500,0,-40327349336.17557,,,,481.22061537335924,,
D363938,7,500,7,-40327349336.17557,-43495853684.00261,-3168504347.8270435,0.0015205475297324954,481.22061537335924,176.89566507185333,304.3249503015059
D363938,7,500,25,-40327349336.17557,-13959731070.576982,26367618265.598583,0.00040926065973001096,481.22061537335924,180.80046990760655,300.4201454657527
D363938,7,700,0,-75549013370.46771,,,,772.6129514245645,,
D363938,7,700,7,-75549013370.46771,-67341157216.82119,8207856153.646527,0.0004168693834703355,772.6129514245645,548.4990793357972,224.11387208876727
D363938,7,700,25,-75549013370.46771,-46049033700.60882,29499979669.85888,0.00024099054286865954,772.6129514245645,529.4810552299931,243.13189619457137
D363938,8,500,0,-37552124546.371315,,,,485.60656103109625,,
D363938,8,500,7,-37552124546.371315,-24816567300.821896,12735557245.54942,0.0007550922276654341,485.60656103109625,188.43687558353764,297.1696854475586
D363938,8,500,25,-37552124546.371315,-13974324288.679745,23577800257.69157,0.000456036915951296,485.60656103109625,174.3120247113493,311.29453631974695
D363938,8,700,0,-74310371400.76349,,,,773.8527801310047,,
D363938,8,700,7,-74310371400.76349,-56649323725.17946,17661047675.584026,0.000377572190925416,773.8527801310047,551.2831968577811,222.56958327322354
D363938,8,700,25,-74310371400.76349,-44363499772.71188,29946871628.051613,0.0002691534803926914,773.8527801310047,532.9719451800261,240.88083495097862
D363938,9,500,0,-51336806228.619965,,,,475.0538368072828,,
D363938,9,500,7,-51336806228.619965,-35340268185.50242,15996538043.117552,0.0005284452517751802,475.0538368072828,151.954272112443,323.0995646948398
D363938,9,500,25,-51336806228.619965,-32831781407.2118,18505024821.40816,0.00047424198526024484,475.0538368072828,144.09221859625245,330.9616182110303
D363938,9,700,0,-82341236547.75768,,,,788.940033124175,,
D363938,9,700,7,-82341236547.75768,-73417624252.53519,8923612295.2225,0.0004385306977749856,788.940033124175,574.0167871993476,214.92324592482737
D363938,9,700,25,-82341236547.75768,-60268067491.67348,22073169056.08422,0.0003097419299216581,788.940033124175,551.7216966513394,237.21833647283563
D363938,10,500,0,-54021968476.12907,,,,477.4196764164671,,
D363938,10,500,7,-54021968476.12907,-30970573561.5822,23051394914.54686,0.000381065823393773,477.4196764164671,182.54455690751533,294.8751195089518
D363938,10,500,25,-54021968476.12907,-29108156615.903313,24913811860.225758,0.0003698281797802663,477.4196764164671,183.63334759271754,293.78632882374956
D363938,10,700,0,-83863703151.79547,,,,793.5281005664774,,
D363938,10,700,7,-83863703151.79547,-74412206280.36116,9451496871.434319,0.00041879356511791827,793.5281005664774,581.7645878791502,211.7635126873272
D363938,10,700,25,-83863703151.79547,-58905630328.737045,24958072823.058434,0.0002618183008218986,793.5281005664774,559.7429774724274,233.78512309405005
